JHashMap; JLinkedMap; JTreeMap; SHashMap; SLinkedMap; STreeMap
83400.0; 85008.0; 80872.0; 85320.0; 85832.0; 83328.0
83400.0; 85008.0; 80872.0; 85320.0; 85832.0; 83328.0
83400.0; 85008.0; 80872.0; 85320.0; 85832.0; 83328.0
83400.0; 85008.0; 80872.0; 85320.0; 85832.0; 83328.0
83400.0; 85008.0; 80872.0; 85320.0; 85832.0; 83328.0
83400.0; 85008.0; 80872.0; 85320.0; 85832.0; 83328.0
83400.0; 85008.0; 80872.0; 85320.0; 85832.0; 83328.0
83400.0; 85008.0; 80872.0; 85320.0; 85832.0; 83328.0
83400.0; 85008.0; 80872.0; 85320.0; 85832.0; 83328.0
83400.0; 85008.0; 80872.0; 85320.0; 85832.0; 83328.0
83400.0; 85008.0; 80872.0; 85320.0; 85832.0; 83328.0
83400.0; 85008.0; 80872.0; 85320.0; 85832.0; 83328.0
83400.0; 85008.0; 80872.0; 85320.0; 85832.0; 83328.0
83400.0; 85008.0; 80872.0; 85320.0; 85832.0; 83328.0
83400.0; 85008.0; 80872.0; 85320.0; 85832.0; 83328.0
83400.0; 85008.0; 80872.0; 85320.0; 85832.0; 83328.0
83400.0; 85008.0; 80872.0; 85320.0; 85832.0; 83328.0
83400.0; 85008.0; 80872.0; 85320.0; 85832.0; 83328.0
83400.0; 85008.0; 80872.0; 85320.0; 85832.0; 83328.0
83400.0; 85008.0; 80872.0; 85320.0; 85832.0; 83328.0
83400.0; 85008.0; 80872.0; 85320.0; 85832.0; 83328.0
83400.0; 85008.0; 80872.0; 85320.0; 85832.0; 83328.0
83400.0; 85008.0; 80872.0; 85320.0; 85832.0; 83328.0
83400.0; 85008.0; 80872.0; 85320.0; 85832.0; 83328.0
83400.0; 85008.0; 80872.0; 85320.0; 85832.0; 83328.0
83400.0; 85008.0; 80872.0; 85320.0; 85832.0; 83328.0
83400.0; 85008.0; 80872.0; 85320.0; 85832.0; 83328.0
83400.0; 85008.0; 80872.0; 85320.0; 85832.0; 83328.0
83400.0; 85008.0; 80872.0; 85320.0; 85832.0; 83328.0
83400.0; 85008.0; 80872.0; 85320.0; 85832.0; 83328.0
