JHashSet; JLinkedSet; JTreeSet; SHashSet; SLinkedSet; STreeSet
5612; 8388; 6204; 7113; 6058; 4456
5616; 8402; 6165; 7162; 6080; 4454
5617; 8428; 6166; 7129; 6087; 4480
5615; 8426; 6183; 7137; 6085; 4469
5621; 8421; 6175; 7105; 6059; 4472
5621; 8433; 6183; 7152; 6059; 4473
5617; 8394; 6182; 7142; 6058; 4470
5625; 8412; 6167; 7147; 6062; 4468
5619; 8408; 6197; 7132; 6051; 4477
5620; 8419; 6194; 7126; 6075; 4460
5617; 8429; 6192; 7144; 6071; 4474
5612; 8450; 6197; 7120; 6085; 4468
5598; 8445; 6193; 7129; 6091; 4469
5619; 8453; 6207; 7112; 6080; 4478
5607; 8456; 6209; 7126; 6080; 4470
5589; 8465; 6203; 7127; 6071; 4465
5611; 8449; 6188; 7135; 6081; 4472
5609; 8461; 6167; 7141; 6073; 4467
5609; 8450; 6197; 7145; 6077; 4466
5609; 8443; 6209; 7122; 6071; 4474
5603; 8445; 6188; 7127; 6081; 4471
5599; 8442; 6203; 7142; 6073; 4464
5596; 8448; 6180; 7132; 6071; 4464
5585; 8448; 6195; 7135; 6089; 4470
5608; 8452; 6194; 7126; 6071; 4474
5612; 8446; 6199; 7108; 6081; 4475
5609; 8459; 6186; 7105; 6072; 4476
5606; 8459; 6195; 7135; 6072; 4473
5606; 8458; 6172; 7129; 6085; 4478
5600; 8456; 6185; 7141; 6074; 4468
