JArraySequence; JLinkedSequence; JVectorSequence; SArraySequence; SLinkedSequence
10535.0; 8506.0; 10502.0; 8141.0; 5165.0
10548.0; 8505.0; 10500.0; 8141.0; 5165.0
10546.0; 8507.0; 10503.0; 8162.0; 5158.0
10539.0; 8500.0; 10498.0; 8160.0; 5170.0
10554.0; 8462.0; 10495.0; 8153.0; 5164.0
10555.0; 8502.0; 10499.0; 8155.0; 5161.0
10548.0; 8494.0; 10501.0; 8160.0; 5168.0
10551.0; 8507.0; 10497.0; 8161.0; 5161.0
10500.0; 8463.0; 10500.0; 8162.0; 5160.0
10543.0; 8512.0; 10505.0; 8159.0; 5153.0
10535.0; 8495.0; 10521.0; 8157.0; 5149.0
10509.0; 8514.0; 10507.0; 8164.0; 5161.0
10527.0; 8496.0; 10489.0; 8170.0; 5161.0
10504.0; 8503.0; 10486.0; 8167.0; 5155.0
10493.0; 8509.0; 10474.0; 8169.0; 5158.0
10524.0; 8512.0; 10491.0; 8163.0; 5158.0
10515.0; 8514.0; 10515.0; 8164.0; 5164.0
10505.0; 8492.0; 10515.0; 8158.0; 5168.0
10511.0; 8495.0; 10506.0; 8164.0; 5164.0
10497.0; 8516.0; 10511.0; 8169.0; 5163.0
10521.0; 8500.0; 10493.0; 8167.0; 5150.0
10526.0; 8504.0; 10500.0; 8157.0; 5164.0
10515.0; 8521.0; 10513.0; 8152.0; 5166.0
10496.0; 8505.0; 10511.0; 8172.0; 5161.0
10519.0; 8515.0; 10520.0; 8169.0; 5158.0
10520.0; 8517.0; 10501.0; 8171.0; 5165.0
10511.0; 8502.0; 10505.0; 8172.0; 5165.0
10513.0; 8514.0; 10520.0; 8173.0; 5167.0
10480.0; 8497.0; 10518.0; 8165.0; 5164.0
10494.0; 8506.0; 10495.0; 8160.0; 5154.0
