JHashSet; JLinkedSet; JTreeSet; SHashSet; SLinkedSet; STreeSet
3773.0; 5329.0; 3663.0; 1767.0; 1298.0; 1192.0
3774.0; 5343.0; 3667.0; 1772.0; 1300.0; 1192.0
3801.0; 5335.0; 3675.0; 1765.0; 1301.0; 1194.0
3794.0; 5348.0; 3675.0; 1768.0; 1299.0; 1188.0
3794.0; 5348.0; 3678.0; 1765.0; 1301.0; 1189.0
3784.0; 5346.0; 3672.0; 1767.0; 1286.0; 1190.0
3775.0; 5328.0; 3671.0; 1767.0; 1300.0; 1191.0
3776.0; 5334.0; 3672.0; 1768.0; 1297.0; 1191.0
3779.0; 5340.0; 3676.0; 1765.0; 1302.0; 1192.0
3770.0; 5329.0; 3671.0; 1761.0; 1300.0; 1189.0
3777.0; 5329.0; 3673.0; 1768.0; 1303.0; 1192.0
3771.0; 5347.0; 3687.0; 1766.0; 1300.0; 1191.0
3777.0; 5344.0; 3678.0; 1761.0; 1304.0; 1190.0
3794.0; 5345.0; 3681.0; 1767.0; 1299.0; 1189.0
3793.0; 5364.0; 3685.0; 1765.0; 1304.0; 1192.0
3801.0; 5347.0; 3684.0; 1765.0; 1300.0; 1189.0
3795.0; 5341.0; 3686.0; 1766.0; 1302.0; 1190.0
3786.0; 5353.0; 3679.0; 1767.0; 1299.0; 1190.0
3787.0; 5348.0; 3674.0; 1766.0; 1303.0; 1189.0
3794.0; 5346.0; 3689.0; 1765.0; 1299.0; 1192.0
3797.0; 5347.0; 3691.0; 1764.0; 1300.0; 1193.0
3796.0; 5325.0; 3684.0; 1761.0; 1298.0; 1193.0
3710.0; 5354.0; 3690.0; 1745.0; 1302.0; 1192.0
3785.0; 5352.0; 3685.0; 1767.0; 1299.0; 1191.0
3803.0; 5341.0; 3685.0; 1764.0; 1302.0; 1191.0
3788.0; 5349.0; 3685.0; 1765.0; 1298.0; 1189.0
3784.0; 5348.0; 3686.0; 1766.0; 1302.0; 1186.0
3787.0; 5353.0; 3679.0; 1765.0; 1299.0; 1189.0
3793.0; 5342.0; 3678.0; 1763.0; 1301.0; 1193.0
3794.0; 5346.0; 3674.0; 1765.0; 1300.0; 1194.0
