JArraySequence; JLinkedSequence; JVectorSequence; SArraySequence; SLinkedSequence
9004; 7900; 8935; 4444; 2191
8988; 7912; 8960; 4448; 2190
8993; 7907; 8931; 4447; 2186
8992; 7910; 8935; 4444; 2192
9003; 7911; 8934; 4451; 2189
8989; 7911; 8919; 4445; 2187
8998; 7903; 8969; 4442; 2191
8985; 7915; 8953; 4437; 2190
8974; 7913; 8928; 4440; 2196
8989; 7919; 8924; 4439; 2198
9003; 7911; 8941; 4441; 2191
8978; 7933; 8967; 4428; 2192
8980; 7932; 8956; 4443; 2193
8971; 7917; 8960; 4436; 2187
8978; 7927; 8946; 4439; 2195
8992; 7930; 8979; 4439; 2192
8981; 7940; 8953; 4438; 2189
8987; 7926; 8956; 4438; 2193
8991; 7937; 8956; 4430; 2193
8976; 7939; 8957; 4436; 2193
8974; 7937; 8952; 4427; 2189
8979; 7936; 8957; 4437; 2190
8977; 7943; 8969; 4431; 2191
8980; 7931; 8992; 4438; 2193
8994; 7944; 9008; 4435; 2193
8978; 7935; 8966; 4436; 2191
8992; 7941; 8961; 4435; 2186
8983; 7939; 8954; 4432; 2197
8983; 7925; 8957; 4432; 2192
8945; 7927; 8957; 4428; 2194
