JArraySequence; JLinkedSequence; JVectorSequence; SArraySequence; SLinkedSequence
8262.0; 7021.0; 8329.0; 5307.0; 2469.0
8244.0; 6978.0; 8298.0; 5310.0; 2466.0
8251.0; 7022.0; 8310.0; 5291.0; 2464.0
8253.0; 6991.0; 8123.0; 5293.0; 2461.0
8249.0; 6978.0; 8253.0; 5310.0; 2462.0
8255.0; 7016.0; 8279.0; 5280.0; 2474.0
8253.0; 6993.0; 8311.0; 5312.0; 2463.0
8227.0; 7007.0; 8303.0; 5309.0; 2466.0
8255.0; 6981.0; 8306.0; 5295.0; 2471.0
8252.0; 6981.0; 8310.0; 5306.0; 2470.0
8256.0; 6999.0; 8326.0; 5293.0; 2476.0
8291.0; 6997.0; 8277.0; 5314.0; 2473.0
8278.0; 6984.0; 8282.0; 5294.0; 2477.0
8278.0; 6979.0; 8288.0; 5308.0; 2473.0
8297.0; 7008.0; 8290.0; 5304.0; 2465.0
8291.0; 6999.0; 8269.0; 5289.0; 2473.0
8289.0; 6990.0; 8295.0; 5310.0; 2474.0
8282.0; 6981.0; 8305.0; 5302.0; 2478.0
8283.0; 7009.0; 8327.0; 5292.0; 2469.0
8285.0; 7005.0; 8303.0; 5311.0; 2458.0
8272.0; 6959.0; 8328.0; 5292.0; 2474.0
8290.0; 7006.0; 8315.0; 5313.0; 2469.0
8298.0; 7007.0; 8291.0; 5311.0; 2469.0
8277.0; 6990.0; 8288.0; 5292.0; 2466.0
8284.0; 6999.0; 8303.0; 5319.0; 2468.0
8287.0; 7004.0; 8299.0; 5289.0; 2469.0
8291.0; 6991.0; 8262.0; 5294.0; 2464.0
8292.0; 6926.0; 8302.0; 5279.0; 2469.0
8277.0; 6989.0; 8293.0; 5294.0; 2475.0
8285.0; 7024.0; 8307.0; 5295.0; 2473.0
