JHashMap; JLinkedMap; JTreeMap; SHashMap; SLinkedMap; STreeMap
31362.0; 31111.0; 27813.0; 26606.0; 25169.0; 21762.0
31310.0; 31060.0; 27910.0; 26603.0; 25013.0; 21690.0
31565.0; 31063.0; 27860.0; 26649.0; 24995.0; 21727.0
31575.0; 31128.0; 27918.0; 26603.0; 25009.0; 21552.0
31440.0; 30854.0; 27801.0; 26630.0; 25004.0; 21748.0
31353.0; 31086.0; 27993.0; 26610.0; 25067.0; 21755.0
31345.0; 31077.0; 27988.0; 26614.0; 24962.0; 21871.0
31483.0; 31192.0; 28022.0; 26642.0; 24970.0; 21799.0
31332.0; 31182.0; 27859.0; 26606.0; 25130.0; 21768.0
31360.0; 31328.0; 27850.0; 26627.0; 25105.0; 21871.0
31331.0; 31045.0; 27984.0; 26630.0; 25086.0; 21714.0
31268.0; 30978.0; 27914.0; 26617.0; 25020.0; 21469.0
31343.0; 31187.0; 27842.0; 26632.0; 25034.0; 21534.0
31257.0; 31168.0; 27846.0; 26699.0; 24990.0; 21607.0
31281.0; 31336.0; 27872.0; 26642.0; 24930.0; 21485.0
31178.0; 31307.0; 27820.0; 26608.0; 24989.0; 21516.0
31232.0; 31310.0; 27764.0; 26599.0; 24998.0; 21483.0
31244.0; 31302.0; 27898.0; 26636.0; 25010.0; 21520.0
31304.0; 31291.0; 27834.0; 26619.0; 25005.0; 21491.0
31342.0; 31385.0; 27793.0; 26654.0; 25006.0; 21545.0
31358.0; 31277.0; 27876.0; 26614.0; 25023.0; 21508.0
31331.0; 31293.0; 27835.0; 26647.0; 24985.0; 21509.0
31281.0; 31260.0; 27817.0; 26638.0; 24995.0; 21488.0
31379.0; 31395.0; 27824.0; 26672.0; 24992.0; 21462.0
31267.0; 31298.0; 27897.0; 26636.0; 25089.0; 21402.0
31225.0; 31305.0; 27857.0; 26623.0; 25011.0; 21547.0
31223.0; 31398.0; 27860.0; 26593.0; 24987.0; 21532.0
31375.0; 31202.0; 27882.0; 26620.0; 24988.0; 21457.0
31313.0; 31298.0; 27885.0; 26656.0; 24993.0; 21459.0
31471.0; 31315.0; 27852.0; 26638.0; 24960.0; 21526.0
