JHashSet; JLinkedSet; JTreeSet; SHashSet; SLinkedSet; STreeSet
5578.0; 6451.0; 4673.0; 1501.0; 896.0; 1124.0
5577.0; 6454.0; 4694.0; 1500.0; 897.0; 1123.0
5571.0; 6446.0; 4703.0; 1496.0; 897.0; 1125.0
5581.0; 6448.0; 4698.0; 1499.0; 897.0; 1124.0
5583.0; 6459.0; 4707.0; 1501.0; 897.0; 1126.0
5577.0; 6482.0; 4707.0; 1498.0; 897.0; 1122.0
5574.0; 6448.0; 4698.0; 1496.0; 897.0; 1122.0
5576.0; 6455.0; 4688.0; 1502.0; 896.0; 1123.0
5582.0; 6444.0; 4694.0; 1501.0; 897.0; 1119.0
5566.0; 6450.0; 4689.0; 1500.0; 894.0; 1120.0
5578.0; 6410.0; 4701.0; 1500.0; 896.0; 1119.0
5571.0; 6464.0; 4700.0; 1502.0; 898.0; 1122.0
5560.0; 6448.0; 4705.0; 1500.0; 898.0; 1124.0
5569.0; 6448.0; 4701.0; 1499.0; 898.0; 1123.0
5589.0; 6471.0; 4704.0; 1499.0; 897.0; 1124.0
5584.0; 6467.0; 4703.0; 1498.0; 898.0; 1122.0
5586.0; 6449.0; 4693.0; 1501.0; 898.0; 1125.0
5565.0; 6446.0; 4697.0; 1500.0; 898.0; 1125.0
5587.0; 6454.0; 4700.0; 1501.0; 897.0; 1123.0
5597.0; 6451.0; 4696.0; 1501.0; 897.0; 1120.0
5580.0; 6444.0; 4706.0; 1497.0; 897.0; 1122.0
5593.0; 6437.0; 4698.0; 1501.0; 899.0; 1124.0
5579.0; 6459.0; 4701.0; 1500.0; 898.0; 1124.0
5567.0; 6446.0; 4711.0; 1500.0; 898.0; 1123.0
5581.0; 6442.0; 4699.0; 1500.0; 899.0; 1124.0
5580.0; 6471.0; 4711.0; 1496.0; 899.0; 1124.0
5589.0; 6466.0; 4705.0; 1502.0; 898.0; 1124.0
5577.0; 6456.0; 4708.0; 1501.0; 899.0; 1126.0
5580.0; 6460.0; 4697.0; 1499.0; 898.0; 1125.0
5576.0; 6452.0; 4710.0; 1500.0; 894.0; 1124.0
