JArraySequence; JLinkedSequence; JVectorSequence; SArraySequence; SLinkedSequence
77424.0; 96504.0; 75592.0; 94080.0; 2265472.0
77424.0; 96504.0; 75592.0; 94080.0; 2265472.0
77424.0; 96504.0; 75592.0; 94080.0; 2265472.0
77424.0; 96504.0; 75592.0; 94080.0; 2265472.0
77424.0; 96504.0; 75592.0; 94080.0; 2265472.0
77424.0; 96504.0; 75592.0; 94080.0; 2265472.0
77424.0; 96504.0; 75592.0; 94080.0; 2265472.0
77424.0; 96504.0; 75592.0; 94080.0; 2265472.0
77424.0; 96504.0; 75592.0; 94080.0; 2265472.0
77424.0; 96504.0; 75592.0; 94080.0; 2265472.0
77424.0; 96504.0; 75592.0; 94080.0; 2265473.0
77424.0; 96504.0; 75592.0; 94080.0; 2265472.0
77424.0; 96504.0; 75592.0; 94080.0; 2265472.0
77424.0; 96504.0; 75592.0; 94080.0; 2265472.0
77424.0; 96504.0; 75592.0; 94080.0; 2265472.0
77424.0; 96504.0; 75592.0; 94080.0; 2265472.0
77424.0; 96504.0; 75592.0; 94080.0; 2265472.0
77424.0; 96504.0; 75592.0; 94080.0; 2265472.0
77424.0; 96504.0; 75592.0; 94080.0; 2265472.0
77424.0; 96504.0; 75592.0; 94080.0; 2265472.0
77424.0; 96504.0; 75592.0; 94080.0; 2265472.0
77424.0; 96504.0; 75592.0; 94080.0; 2265472.0
77424.0; 96504.0; 75592.0; 94080.0; 2265472.0
77424.0; 96504.0; 75592.0; 94080.0; 2265472.0
77424.0; 96504.0; 75592.0; 94080.0; 2265472.0
77424.0; 96504.0; 75592.0; 94080.0; 2265472.0
77424.0; 96504.0; 75592.0; 94080.0; 2265472.0
77424.0; 96504.0; 75592.0; 94080.0; 2265472.0
77424.0; 96504.0; 75592.0; 94080.0; 2265472.0
77424.0; 96504.0; 75592.0; 94080.0; 2265472.0
