JArraySequence; JLinkedSequence; JVectorSequence; SArraySequence; SLinkedSequence
8705; 6946; 8663; 5864; 2084
8737; 6966; 8675; 5862; 2078
8733; 6977; 8658; 5857; 2076
8723; 6979; 8669; 5851; 2093
8730; 6971; 8635; 5864; 2082
8731; 6970; 8682; 5864; 2077
8735; 6956; 8665; 5862; 2088
8732; 6970; 8667; 5859; 2090
8742; 6975; 8682; 5864; 2096
8740; 6964; 8677; 5864; 2071
8745; 6946; 8678; 5866; 2098
8724; 6974; 8678; 5874; 2083
8729; 6990; 8675; 5860; 2084
8729; 6970; 8679; 5870; 2079
8732; 6966; 8680; 5867; 2081
8730; 6942; 8660; 5871; 2079
8727; 6965; 8673; 5863; 2087
8722; 6956; 8674; 5860; 2069
8218; 6959; 8677; 5851; 2071
8667; 6965; 8680; 5865; 2079
8718; 6973; 8676; 5856; 2074
8724; 6975; 8668; 5864; 2067
8725; 6968; 8680; 5867; 2066
8720; 6951; 8680; 5862; 2069
8731; 6963; 8679; 5867; 2070
8734; 6955; 8660; 5863; 2074
8735; 6979; 8668; 5862; 2082
8726; 6975; 8682; 5869; 2083
8729; 6965; 8675; 5866; 2078
8723; 6969; 8678; 5860; 2071
