JHashMap; JLinkedMap; JTreeMap; SHashMap; SLinkedMap; STreeMap
180242; 172167; 125969; 27997; 25273; 23187
181700; 171237; 126448; 27998; 25269; 23215
180569; 171434; 126325; 27996; 25270; 23204
181023; 171500; 126182; 27942; 25280; 23167
180960; 168802; 126207; 27967; 25348; 23206
180160; 169223; 126487; 27970; 25207; 23147
181851; 168935; 126532; 27895; 25215; 23160
181118; 169082; 125932; 27954; 25271; 23243
181360; 169020; 126420; 27889; 25219; 23202
181506; 170889; 126498; 27921; 25312; 23218
181251; 170958; 125930; 27895; 25294; 23266
181555; 170799; 125294; 28017; 25373; 23170
182414; 170341; 125751; 28024; 25352; 23147
181429; 170036; 126189; 27964; 25303; 23191
181295; 171168; 125935; 27945; 25399; 23203
181455; 170985; 125955; 28085; 25295; 23147
180864; 171166; 125879; 27893; 25338; 23217
181960; 170306; 126151; 27624; 25258; 23130
181474; 171217; 125314; 27831; 25312; 23216
181316; 170677; 126378; 27923; 25234; 23229
181331; 171204; 125877; 27969; 25412; 23176
182401; 171170; 125918; 27940; 25311; 23209
181150; 169960; 125608; 28017; 25338; 23248
182056; 170844; 126226; 28048; 25332; 23189
181190; 169320; 126537; 28036; 25286; 23199
181382; 171252; 125856; 28021; 25309; 23158
181122; 170697; 126249; 28024; 25387; 23173
180665; 171726; 126277; 27947; 25285; 23107
181192; 170438; 126204; 27949; 25381; 23228
180843; 170585; 125873; 27989; 25353; 23199
