JHashSet; JLinkedSet; JTreeSet; SHashSet; SLinkedSet; STreeSet
3859; 5446; 3907; 2596; 2048; 1739
3861; 5435; 3904; 2589; 2048; 1737
3877; 5442; 3917; 2593; 2039; 1739
3880; 5432; 3926; 2593; 2025; 1738
3873; 5433; 3925; 2585; 2043; 1735
3868; 5437; 3924; 2580; 2048; 1738
3890; 5423; 3930; 2589; 2051; 1734
3889; 5438; 3923; 2585; 2056; 1738
3889; 5422; 3924; 2589; 2052; 1738
3889; 5435; 3925; 2586; 2053; 1742
3872; 5423; 3925; 2589; 2053; 1731
3814; 5411; 3922; 2592; 2055; 1741
3881; 5414; 3930; 2596; 2056; 1735
3887; 5406; 3923; 2596; 2052; 1737
3885; 5404; 3923; 2596; 2048; 1739
3886; 5415; 3935; 2594; 2013; 1741
3883; 5400; 3927; 2594; 2001; 1739
3854; 5407; 3923; 2590; 2007; 1741
3890; 5410; 3935; 2595; 2049; 1740
3883; 5403; 3929; 2591; 2051; 1742
3889; 5413; 3933; 2593; 2049; 1740
3870; 5410; 3933; 2593; 2049; 1740
3890; 5411; 3930; 2596; 2050; 1740
3882; 5409; 3933; 2587; 2049; 1740
3884; 5409; 3940; 2554; 2049; 1742
3888; 5418; 3929; 2593; 2049; 1741
3886; 5414; 3935; 2596; 2044; 1739
3889; 5419; 3919; 2592; 2050; 1742
3884; 5409; 3932; 2597; 2051; 1740
3886; 5407; 3925; 2593; 2053; 1740
