JHashMap; JLinkedMap; JTreeMap; SHashMap; SLinkedMap; STreeMap
33070.0; 32582.0; 27855.0; 26632.0; 24705.0; 19657.0
33081.0; 32591.0; 27568.0; 26597.0; 24698.0; 19652.0
33064.0; 32759.0; 27685.0; 26607.0; 24737.0; 19741.0
33032.0; 32624.0; 27623.0; 26618.0; 24714.0; 19821.0
33149.0; 32682.0; 27732.0; 26556.0; 24730.0; 19472.0
33090.0; 32596.0; 27646.0; 26697.0; 24687.0; 19698.0
33126.0; 32552.0; 27633.0; 26694.0; 24667.0; 19066.0
33116.0; 32556.0; 27979.0; 26674.0; 24699.0; 19621.0
33051.0; 32595.0; 27961.0; 26652.0; 24666.0; 19713.0
33115.0; 32602.0; 28046.0; 26727.0; 24699.0; 19700.0
33041.0; 32624.0; 27971.0; 26685.0; 24702.0; 19543.0
33149.0; 32802.0; 28418.0; 26506.0; 24350.0; 19356.0
33153.0; 32775.0; 28548.0; 26426.0; 24528.0; 19398.0
33098.0; 32710.0; 28505.0; 26436.0; 24582.0; 19332.0
33100.0; 32586.0; 28564.0; 26206.0; 24597.0; 19474.0
33038.0; 32690.0; 28501.0; 26400.0; 24548.0; 19434.0
33089.0; 32721.0; 28515.0; 26445.0; 24634.0; 19529.0
33185.0; 32710.0; 28478.0; 26522.0; 24573.0; 19519.0
33104.0; 32688.0; 28580.0; 26511.0; 24615.0; 19353.0
33127.0; 32627.0; 28565.0; 26551.0; 24576.0; 19328.0
33058.0; 32696.0; 28562.0; 26451.0; 24538.0; 19416.0
33179.0; 32708.0; 28430.0; 26499.0; 24545.0; 19364.0
33056.0; 32658.0; 28165.0; 26447.0; 24537.0; 19348.0
33078.0; 32693.0; 28522.0; 26446.0; 24537.0; 19358.0
33106.0; 32683.0; 28550.0; 26429.0; 24560.0; 19351.0
33101.0; 32743.0; 28432.0; 26495.0; 24578.0; 19458.0
33084.0; 32638.0; 28559.0; 26420.0; 24525.0; 19489.0
33036.0; 32676.0; 28517.0; 26415.0; 24569.0; 19538.0
33087.0; 32706.0; 28539.0; 26428.0; 24543.0; 19554.0
33191.0; 32680.0; 28481.0; 26490.0; 24543.0; 19419.0
