Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashSet; 3686.6; 13.8; 3649.0; 3704.0; (3681.3, 3691.9)
JLinkedSet; 3573.7; 8.5; 3552.0; 3590.0; (3570.4, 3576.9)
JTreeSet; 3104.2; 7.2; 3077.0; 3114.0; (3101.5, 3107.0)
SHashSet; 743.5; 1.2; 741.0; 745.0; (743.0, 743.9)
SLinkedSet; 300.6; 0.9; 299.0; 302.0; (300.2, 301.0)
STreeSet; 247.8; 0.8; 246.0; 250.0; (247.5, 248.1)
