Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JArraySequence; 11595.7; 21.4; 11542.0; 11632.0; (11587.5, 11603.8)
JLinkedSequence; 6542.5; 8.2; 6524.0; 6555.0; (6539.3, 6545.6)
JVectorSequence; 12161.0; 28.1; 12098.0; 12197.0; (12150.3, 12171.6)
SArraySequence; 9077.5; 10.7; 9061.0; 9096.0; (9073.4, 9081.5)
SLinkedSequence; 2906.2; 6.3; 2886.0; 2916.0; (2903.8, 2908.6)
