Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashMap; 26178.53; 126.38; 25798.0; 26469.0; (26130.54, 26226.53)
JLinkedMap; 26069.67; 180.34; 25458.0; 26265.0; (26001.18, 26138.16)
JTreeMap; 22543.83; 113.36; 22251.0; 22708.0; (22500.78, 22586.88)
SHashMap; 24985.47; 36.53; 24926.0; 25081.0; (24971.59, 24999.34)
SLinkedMap; 23884.47; 64.02; 23776.0; 24003.0; (23860.15, 23908.78)
STreeMap; 18203.4; 158.79; 17582.0; 18361.0; (18143.09, 18263.71)
