Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashMap; 35637.7; 231.6; 34628.0; 35891.0; (35549.7, 35725.6)
JLinkedMap; 35577.0; 226.1; 34680.0; 35834.0; (35491.1, 35662.9)
JTreeMap; 29058.8; 178.1; 28737.0; 29377.0; (28991.2, 29126.4)
SHashMap; 25055.4; 36.8; 24975.0; 25115.0; (25041.5, 25069.4)
SLinkedMap; 17718.6; 243.5; 16903.0; 17941.0; (17626.1, 17811.1)
STreeMap; 18805.8; 90.8; 18527.0; 18943.0; (18771.3, 18840.3)
