Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashSet; 1251.2; 3.9; 1242.0; 1258.0; (1249.7, 1252.6)
JLinkedSet; 2248.3; 14.6; 2217.0; 2265.0; (2242.8, 2253.8)
JTreeSet; 1869.0; 4.5; 1857.0; 1874.0; (1867.3, 1870.7)
SHashSet; 2946.4; 4.8; 2935.0; 2956.0; (2944.5, 2948.2)
SLinkedSet; 4733.8; 18.9; 4707.0; 4786.0; (4726.6, 4741.0)
STreeSet; 2618.0; 21.7; 2525.0; 2653.0; (2609.8, 2626.2)
