Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JArraySequence; 425255.1; 558.0; 423952.0; 426086.0; (425043.2, 425467.0)
JLinkedSequence; 21697.7; 15.2; 21653.0; 21732.0; (21691.9, 21703.5)
JVectorSequence; 388224.9; 476.1; 386396.0; 389052.0; (388044.0, 388405.7)
SArraySequence; 32862.0; 137.2; 32627.0; 33057.0; (32809.9, 32914.1)
SLinkedSequence; 12065.3; 17.4; 11989.0; 12094.0; (12058.7, 12071.9)
