Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashMap; 438280.9; 6128.1; 414262.0; 441447.0; (435953.5, 440608.3)
JLinkedMap; 476444.1; 25528.0; 414445.0; 495520.0; (466748.9, 486139.4)
JTreeMap; 487037.4; 2043.8; 477681.0; 489294.0; (486261.2, 487813.6)
SHashMap; 298825.9; 1066.8; 295103.0; 300155.0; (298420.8, 299231.1)
SLinkedMap; 299451.0; 1797.3; 296067.0; 302032.0; (298768.4, 300133.6)
STreeMap; 283983.2; 5142.9; 267251.0; 302504.0; (282030.0, 285936.4)
