Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JArraySequence; 39975.9; 123; 39732; 40185; (39929.2, 40022.6)
JLinkedSequence; 11614.8; 16.7; 11577; 11642; (11608.5, 11621.1)
JVectorSequence; 39023.8; 313.8; 38445; 39539; (38904.6, 39143.0)
SArraySequence; 31005.1; 191.1; 30639; 31282; (30932.6, 31077.7)
SLinkedSequence; 11028.7; 17.9; 10998; 11062; (11021.9, 11035.5)
