Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JArraySequence; 11067.2; 19.6; 10990.0; 11083.0; (11059.8, 11074.7)
JLinkedSequence; 6180.8; 5.9; 6164.0; 6191.0; (6178.6, 6183.1)
JVectorSequence; 11623.4; 41.0; 11439.0; 11660.0; (11607.9, 11639.0)
SArraySequence; 8682.6; 18.6; 8639.0; 8710.0; (8675.5, 8689.6)
SLinkedSequence; 2740.0; 2.9; 2730.0; 2743.0; (2738.9, 2741.1)
