Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JArraySequence; 12323.3; 14.0; 12299.0; 12355.0; (12318.0, 12328.6)
JLinkedSequence; 280631.9; 2646.8; 273828.0; 284938.0; (279626.7, 281637.2)
JVectorSequence; 12326.5; 21.4; 12286.0; 12359.0; (12318.4, 12334.6)
SArraySequence; 12477.1; 22.4; 12394.0; 12501.0; (12468.6, 12485.6)
SLinkedSequence; 268503.8; 4395.6; 250113.0; 272075.0; (266834.4, 270173.2)
