Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashSet; 5679.5; 29.8; 5577.0; 5718.0; (5668.2, 5690.8)
JLinkedSet; 5569.7; 16.9; 5530.0; 5603.0; (5563.3, 5576.1)
JTreeSet; 4054.4; 14.6; 4022.0; 4086.0; (4048.8, 4059.9)
SHashSet; 8420.4; 42.0; 8259.0; 8481.0; (8404.5, 8436.4)
SLinkedSet; 7541.9; 24.1; 7511.0; 7592.0; (7532.8, 7551.0)
STreeSet; 4536.0; 12.9; 4512.0; 4558.0; (4531.1, 4540.9)
