Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashSet; 36472.4; 184.1; 35945.0; 36743.0; (36402.5, 36542.3)
JLinkedSet; 35073.2; 111.7; 34830.0; 35285.0; (35030.8, 35115.6)
JTreeSet; 30796.5; 471.1; 28577.0; 31233.0; (30617.6, 30975.5)
SHashSet; 32769.2; 81.3; 32544.0; 32894.0; (32738.3, 32800.1)
SLinkedSet; 23240.4; 36.9; 23161.0; 23309.0; (23226.4, 23254.4)
STreeSet; 23965.5; 133.8; 23634.0; 24203.0; (23914.7, 24016.4)
