Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JArraySequence; 3685.9; 7.7; 3663.0; 3696.0; (3683.0, 3688.9)
JLinkedSequence; 5174.4; 12.8; 5142.0; 5196.0; (5169.6, 5179.3)
JVectorSequence; 3701.9; 10.2; 3678.0; 3715.0; (3698.1, 3705.8)
SArraySequence; 4059.5; 4.2; 4052.0; 4069.0; (4057.9, 4061.1)
SLinkedSequence; 5455.2; 11.1; 5420.0; 5472.0; (5451.0, 5459.4)
