Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashMap; 26437.0; 250.3; 25391.0; 26689.0; (26342.0, 26532.1)
JLinkedMap; 25920.0; 870.7; 24647.0; 26676.0; (25589.3, 26250.6)
JTreeMap; 22309.1; 114.2; 22012.0; 22516.0; (22265.7, 22352.4)
SHashMap; 24877.3; 33.5; 24811.0; 24936.0; (24864.5, 24890.0)
SLinkedMap; 23825.4; 64.0; 23708.0; 24020.0; (23801.0, 23849.7)
STreeMap; 18597.9; 109.3; 18358.0; 18748.0; (18556.3, 18639.4)
