Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashMap; 438015.4; 6431.0; 413948.0; 441179.0; (435573.0, 440457.8)
JLinkedMap; 497538.8; 8439.0; 461303.0; 501760.0; (494333.8, 500743.9)
JTreeMap; 472414.0; 5608.7; 445700.0; 476094.0; (470283.9, 474544.1)
SHashMap; 301943.7; 5745.3; 279573.0; 305727.0; (299761.7, 304125.7)
SLinkedMap; 292885.1; 1241.8; 288987.0; 295640.0; (292413.4, 293356.7)
STreeMap; 299001.8; 7370.4; 274065.0; 313272.0; (296202.6, 301801.0)
