Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashMap; 35709.8; 470.6; 34083.0; 36162.0; (35531.1, 35888.5)
JLinkedMap; 35931.8; 236.4; 35049.0; 36390.0; (35842.1, 36021.6)
JTreeMap; 27915.0; 150.4; 27667.0; 28284.0; (27857.9, 27972.1)
SHashMap; 24101.1; 30.3; 24005.0; 24152.0; (24089.6, 24112.6)
SLinkedMap; 18429.8; 451.2; 16037.0; 18604.0; (18258.4, 18601.1)
STreeMap; 18363.9; 72.5; 18223.0; 18521.0; (18336.3, 18391.4)
