Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashMap; 35685.1; 814.4; 33014.0; 36494.0; (35375.8, 35994.4)
JLinkedMap; 35881.8; 517.1; 33674.0; 36460.0; (35685.4, 36078.2)
JTreeMap; 30837.7; 143.4; 30388.0; 31140.0; (30783.2, 30892.1)
SHashMap; 32489.7; 60.8; 32358.0; 32617.0; (32466.6, 32512.8)
SLinkedMap; 30036.0; 41.4; 29934.0; 30120.0; (30020.2, 30051.7)
STreeMap; 23452.5; 420.1; 21504.0; 23797.0; (23293.0, 23612.0)
