Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JArraySequence; 13177.0; 229.5; 11952.0; 13253.0; (13089.8, 13264.1)
JLinkedSequence; 16890.1; 10.8; 16861.0; 16910.0; (16886.0, 16894.2)
JVectorSequence; 13151.8; 11.1; 13132.0; 13178.0; (13147.5, 13156.0)
SArraySequence; 13119.6; 61.5; 12832.0; 13167.0; (13096.2, 13142.9)
SLinkedSequence; 16485.1; 13.8; 16460.0; 16510.0; (16479.9, 16490.4)
