Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashMap; 426759.03; 10281.99; 377525.0; 430822.0; (422854.04, 430664.03)
JLinkedMap; 488849.97; 6495.76; 461489.0; 492502.0; (486382.95, 491316.99)
JTreeMap; 485436.2; 1355.39; 480251.0; 487107.0; (484921.44, 485950.96)
SHashMap; 309181.43; 1896.31; 305907.0; 315794.0; (308461.24, 309901.63)
SLinkedMap; 300981.67; 1356.19; 296529.0; 303373.0; (300466.6, 301496.73)
STreeMap; 305304.57; 6444.2; 285801.0; 312336.0; (302857.13, 307752.01)
