Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashMap; 36711.7; 297.6; 35402.0; 37056.0; (36598.7, 36824.8)
JLinkedMap; 36843.0; 185.0; 36195.0; 37178.0; (36772.8, 36913.2)
JTreeMap; 30281.7; 243.5; 29712.0; 30713.0; (30189.2, 30374.2)
SHashMap; 32633.7; 153.2; 32097.0; 32824.0; (32575.5, 32691.9)
SLinkedMap; 30455.9; 97.5; 30314.0; 30654.0; (30418.9, 30492.9)
STreeMap; 23941.6; 112.2; 23695.0; 24162.0; (23899.0, 23984.3)
