Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JArraySequence; 6072.4; 10.9; 6041.0; 6090.0; (6068.2, 6076.5)
JLinkedSequence; 4754.3; 3.0; 4746.0; 4759.0; (4753.1, 4755.5)
JVectorSequence; 6189.2; 9.7; 6155.0; 6203.0; (6185.5, 6192.9)
SArraySequence; 1076.2; 2.0; 1069.0; 1079.0; (1075.5, 1077.0)
SLinkedSequence; 4294.9; 12.4; 4232.0; 4303.0; (4290.2, 4299.6)
