Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JArraySequence; 10432.0; 9.2; 10408.0; 10447.0; (10428.5, 10435.5)
JLinkedSequence; 6216.7; 6.0; 6203.0; 6227.0; (6214.4, 6219.0)
JVectorSequence; 10451.4; 16.5; 10425.0; 10476.0; (10445.1, 10457.7)
SArraySequence; 6847.2; 8.4; 6830.0; 6860.0; (6844.0, 6850.4)
SLinkedSequence; 2869.7; 3.6; 2862.0; 2877.0; (2868.4, 2871.1)
