Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JArraySequence; 18675.9; 32.7; 18615.0; 18734.0; (18663.5, 18688.3)
JLinkedSequence; 16341.6; 24.5; 16312.0; 16446.0; (16332.3, 16350.9)
JVectorSequence; 18494.0; 21.1; 18455.0; 18546.0; (18485.9, 18502.0)
SArraySequence; 12110.7; 8.7; 12092.0; 12129.0; (12107.4, 12114.0)
SLinkedSequence; 11099.4; 14.2; 11070.0; 11125.0; (11094.0, 11104.8)
