Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JArraySequence; 37742.6; 71.0; 37587.0; 37878.0; (37715.6, 37769.6)
JLinkedSequence; 12075.8; 24.5; 12025.0; 12114.0; (12066.5, 12085.1)
JVectorSequence; 39016.9; 285.0; 38637.0; 39495.0; (38908.7, 39125.1)
SArraySequence; 30777.2; 74.6; 30686.0; 30954.0; (30748.9, 30805.5)
SLinkedSequence; 11334.8; 33.0; 11189.0; 11372.0; (11322.3, 11347.4)
