Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashSet; 40131.3; 106.6; 39844.0; 40308.0; (40090.8, 40171.8)
JLinkedSet; 39526.7; 62.4; 39383.0; 39641.0; (39503.0, 39550.4)
JTreeSet; 34205.4; 151.0; 33799.0; 34415.0; (34148.0, 34262.7)
SHashSet; 32565.0; 68.5; 32421.0; 32670.0; (32539.0, 32591.0)
SLinkedSet; 31021.1; 53.0; 30905.0; 31113.0; (31001.0, 31041.2)
STreeSet; 19586.5; 59.4; 19458.0; 19744.0; (19563.9, 19609.0)
