Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JArraySequence; 3745.9; 6.6; 3722.0; 3754.0; (3743.3, 3748.4)
JLinkedSequence; 5162.1; 10.3; 5144.0; 5181.0; (5158.2, 5166.0)
JVectorSequence; 3720.1; 8.0; 3697.0; 3731.0; (3717.1, 3723.1)
SArraySequence; 4014.2; 7.5; 3992.0; 4024.0; (4011.3, 4017.0)
SLinkedSequence; 5395.3; 7.2; 5384.0; 5413.0; (5392.6, 5398.0)
