Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashSet; 39503.3; 228.8; 39092.0; 39786.0; (39416.4, 39590.2)
JLinkedSet; 39191.4; 99.9; 38882.0; 39339.0; (39153.5, 39229.4)
JTreeSet; 32849.7; 200.7; 32326.0; 33409.0; (32773.5, 32925.9)
SHashSet; 32485.7; 63.1; 32357.0; 32603.0; (32461.8, 32509.7)
SLinkedSet; 31231.2; 86.5; 31085.0; 31376.0; (31198.3, 31264.0)
STreeSet; 19485.7; 63.8; 19354.0; 19577.0; (19461.4, 19509.9)
