Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JArraySequence; 18659.8; 19.5; 18622.0; 18697.0; (18652.4, 18667.2)
JLinkedSequence; 16839.0; 28.0; 16782.0; 16971.0; (16828.4, 16849.7)
JVectorSequence; 18671.5; 9.2; 18655.0; 18691.0; (18668.0, 18675.0)
SArraySequence; 12099.7; 15.3; 12076.0; 12129.0; (12093.9, 12105.6)
SLinkedSequence; 11263.0; 21.3; 11182.0; 11335.0; (11254.9, 11271.1)
