Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashSet; 3600.9; 14.9; 3569.0; 3638.0; (3595.2, 3606.5)
JLinkedSet; 3565.7; 10.5; 3539.0; 3581.0; (3561.7, 3569.7)
JTreeSet; 3060.3; 8.9; 3030.0; 3078.0; (3056.9, 3063.6)
SHashSet; 722.5; 4.7; 699.0; 726.0; (720.7, 724.3)
SLinkedSet; 280.5; 1.0; 278.0; 282.0; (280.1, 280.8)
STreeSet; 257.7; 2.7; 245.0; 259.0; (256.7, 258.7)
