Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashSet; 6544.8; 56.5; 6435.0; 6605.0; (6523.4, 6566.3)
JLinkedSet; 7866.4; 20.9; 7803.0; 7906.0; (7858.4, 7874.3)
JTreeSet; 7535.3; 45.5; 7438.0; 7609.0; (7518.0, 7552.5)
SHashSet; 10035.1; 28.3; 9979.0; 10100.0; (10024.4, 10045.9)
SLinkedSet; 7435.1; 14.8; 7407.0; 7472.0; (7429.4, 7440.7)
STreeSet; 7708.1; 12.4; 7684.0; 7733.0; (7703.4, 7712.8)
