Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashMap; 38796.9; 162.0; 38109.0; 38983.0; (38735.4, 38858.4)
JLinkedMap; 37014.8; 162.6; 36367.0; 37250.0; (36953.0, 37076.5)
JTreeMap; 31605.7; 130.8; 31281.0; 31881.0; (31556.1, 31655.4)
SHashMap; 31436.5; 128.0; 30937.0; 31549.0; (31387.8, 31485.1)
SLinkedMap; 29498.0; 55.4; 29343.0; 29603.0; (29477.0, 29519.1)
STreeMap; 21645.7; 135.6; 21448.0; 21917.0; (21594.2, 21697.2)
