Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashSet; 37491.6; 130.5; 37296.0; 37850.0; (37442.0, 37541.1)
JLinkedSet; 37565.6; 106.9; 37349.0; 37737.0; (37525.0, 37606.2)
JTreeSet; 32992.9; 224.4; 32573.0; 33516.0; (32907.7, 33078.1)
SHashSet; 33606.6; 56.4; 33513.0; 33733.0; (33585.2, 33628.0)
SLinkedSet; 29325.2; 171.3; 29071.0; 29541.0; (29260.2, 29390.3)
STreeSet; 23762.3; 84.0; 23552.0; 23949.0; (23730.4, 23794.2)
