Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashMap; 26894.7; 209.3; 26011.0; 27100.0; (26815.2, 26974.2)
JLinkedMap; 26619.5; 208.5; 25809.0; 26869.0; (26540.3, 26698.7)
JTreeMap; 22094.2; 95.6; 21899.0; 22241.0; (22057.9, 22130.5)
SHashMap; 24816.3; 115.3; 24295.0; 24955.0; (24772.5, 24860.0)
SLinkedMap; 23837.9; 93.9; 23495.0; 23986.0; (23802.2, 23873.5)
STreeMap; 18509.3; 125.2; 18203.0; 18697.0; (18461.7, 18556.8)
