Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashSet; 5897.2; 13.2; 5860.0; 5917.0; (5892.2, 5902.3)
JLinkedSet; 8059.2; 24.3; 7995.0; 8099.0; (8050.0, 8068.5)
JTreeSet; 7700.9; 42.1; 7608.0; 7784.0; (7684.9, 7716.9)
SHashSet; 9477.6; 19.5; 9424.0; 9513.0; (9470.2, 9485.1)
SLinkedSet; 8260.0; 27.4; 8153.0; 8292.0; (8249.6, 8270.4)
STreeSet; 7614.0; 18.0; 7574.0; 7659.0; (7607.2, 7620.8)
