Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JArraySequence; 13253.13; 16.97; 13188.0; 13270.0; (13246.69, 13259.58)
JLinkedSequence; 16898.87; 16.47; 16854.0; 16923.0; (16892.61, 16905.12)
JVectorSequence; 13118.2; 23.54; 13075.0; 13158.0; (13109.26, 13127.14)
SArraySequence; 13187.33; 12.5; 13159.0; 13207.0; (13182.59, 13192.08)
SLinkedSequence; 16439.67; 19.04; 16396.0; 16471.0; (16432.43, 16446.9)
