Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashSet; 5244.9; 19.0; 5201.0; 5279.0; (5237.6, 5252.1)
JLinkedSet; 5616.9; 19.9; 5579.0; 5658.0; (5609.4, 5624.5)
JTreeSet; 5453.3; 27.5; 5378.0; 5478.0; (5442.9, 5463.8)
SHashSet; 3395.1; 6.1; 3384.0; 3408.0; (3392.8, 3397.4)
SLinkedSet; 1939.2; 20.4; 1869.0; 1960.0; (1931.5, 1946.9)
STreeSet; 2637.5; 3.1; 2630.0; 2643.0; (2636.3, 2638.7)
