Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashSet; 5276.3; 24.6; 5188; 5305; (5267.0, 5285.6)
JLinkedSet; 5305.2; 10.4; 5285; 5323; (5301.2, 5309.1)
JTreeSet; 5360.9; 23.6; 5277; 5400; (5352.0, 5369.9)
SHashSet; 3303.3; 8.3; 3274; 3317; (3300.1, 3306.5)
SLinkedSet; 1875.4; 10.5; 1851; 1884; (1871.4, 1879.4)
STreeSet; 2672.1; 5.8; 2662; 2686; (2669.9, 2674.3)
