Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashMap; 26815.5; 275.5; 25875.0; 27112.0; (26710.9, 26920.1)
JLinkedMap; 26547.3; 168.5; 25836.0; 26755.0; (26483.3, 26611.3)
JTreeMap; 21832.6; 106.8; 21571.0; 21984.0; (21792.1, 21873.2)
SHashMap; 24960.6; 70.2; 24644.0; 25057.0; (24933.9, 24987.3)
SLinkedMap; 23720.6; 70.4; 23581.0; 23873.0; (23693.9, 23747.3)
STreeMap; 18830.4; 119.7; 18570.0; 19024.0; (18785.0, 18875.9)
