Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JArraySequence; 12313.2; 10.4; 12287; 12332; (12309.2, 12317.1)
JLinkedSequence; 283851.8; 1983.3; 279937; 287232; (283098.6, 284605.1)
JVectorSequence; 12244.6; 20.2; 12194; 12282; (12236.9, 12252.3)
SArraySequence; 12413.6; 23.8; 12327; 12448; (12404.6, 12422.7)
SLinkedSequence; 259081.8; 3295.2; 247374; 262081; (257830.3, 260333.3)
