Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashMap; 26441.9; 227.9; 25506.0; 26692.0; (26355.4, 26528.5)
JLinkedMap; 26175.8; 221.6; 25613.0; 26404.0; (26091.7, 26259.9)
JTreeMap; 22424.9; 170.7; 22085.0; 22672.0; (22360.0, 22489.7)
SHashMap; 24772.1; 38.5; 24690.0; 24846.0; (24757.5, 24786.8)
SLinkedMap; 23793.3; 49.2; 23705.0; 23889.0; (23774.6, 23812.0)
STreeMap; 18532.5; 125.1; 18243.0; 18738.0; (18485.0, 18580.0)
