Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashSet; 4895.7; 15.7; 4855.0; 4919.0; (4889.8, 4901.7)
JLinkedSet; 5551.8; 19.6; 5506.0; 5581.0; (5544.3, 5559.2)
JTreeSet; 5605.8; 14.1; 5578.0; 5652.0; (5600.4, 5611.2)
SHashSet; 3394.8; 5.7; 3380.0; 3407.0; (3392.6, 3396.9)
SLinkedSet; 1921.5; 3.5; 1915.0; 1929.0; (1920.2, 1922.8)
STreeSet; 2516.2; 4.8; 2506.0; 2523.0; (2514.4, 2518.0)
