Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JArraySequence; 267298.77; 1170.04; 265155.0; 269161.0; (266854.4, 267743.14)
JLinkedSequence; 282107.03; 2886.48; 269934.0; 286749.0; (281010.78, 283203.29)
JVectorSequence; 221014.87; 936.61; 219056.0; 222710.0; (220659.15, 221370.58)
SArraySequence; 263709.3; 6274.93; 251277.0; 274856.0; (261326.15, 266092.45)
SLinkedSequence; 243047.17; 3438.15; 231211.0; 246865.0; (241741.39, 244352.94)
