Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashSet; 1242.8; 4.2; 1230.0; 1251.0; (1241.2, 1244.4)
JLinkedSet; 2249.2; 13.8; 2218.0; 2266.0; (2244.0, 2254.4)
JTreeSet; 1848.1; 5.1; 1838.0; 1856.0; (1846.2, 1850.0)
SHashSet; 2933.7; 17.1; 2898.0; 2963.0; (2927.2, 2940.2)
SLinkedSet; 4599.6; 27.2; 4512.0; 4622.0; (4589.2, 4609.9)
STreeSet; 2548.9; 8.9; 2527.0; 2567.0; (2545.5, 2552.3)
