Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JArraySequence; 18658.4; 11.5; 18628.0; 18680.0; (18654.0, 18662.7)
JLinkedSequence; 17000.9; 24.2; 16968.0; 17120.0; (16991.8, 17010.1)
JVectorSequence; 18680.3; 12.1; 18650.0; 18700.0; (18675.7, 18684.9)
SArraySequence; 12064.5; 22.9; 12014.0; 12093.0; (12055.8, 12073.1)
SLinkedSequence; 11394.0; 6.9; 11374.0; 11404.0; (11391.4, 11396.6)
