Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashMap; 417164.6; 4711.6; 394363.0; 419776.0; (415375.1, 418954.0)
JLinkedMap; 474477.7; 4404.1; 456974.0; 477160.0; (472805.1, 476150.4)
JTreeMap; 478200.2; 5560.8; 451909.0; 481406.0; (476088.3, 480312.2)
SHashMap; 299344.5; 1193.5; 296985.0; 302500.0; (298891.2, 299797.8)
SLinkedMap; 297373.6; 1127.6; 295061.0; 299254.0; (296945.3, 297801.9)
STreeMap; 299584.0; 7751.1; 271658.0; 310503.0; (296640.2, 302527.8)
