Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JArraySequence; 455043.3; 3227.27; 437911.0; 456567.0; (453817.61, 456268.99)
JLinkedSequence; 20706.43; 12.04; 20667.0; 20722.0; (20701.86, 20711.01)
JVectorSequence; 393203.87; 474.57; 391884.0; 393926.0; (393023.63, 393384.1)
SArraySequence; 32547.33; 106.45; 32379.0; 32692.0; (32506.9, 32587.76)
SLinkedSequence; 11659.93; 5.86; 11647.0; 11674.0; (11657.71, 11662.16)
