Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JArraySequence; 8984.6; 11.5; 8945.0; 9004.0; (8980.2, 8988.9)
JLinkedSequence; 7925.0; 12.9; 7900.0; 7944.0; (7920.1, 7929.9)
JVectorSequence; 8954.4; 18.8; 8919.0; 9008.0; (8947.3, 8961.5)
SArraySequence; 4437.9; 6.0; 4427.0; 4451.0; (4435.6, 4440.1)
SLinkedSequence; 2191.5; 2.9; 2186.0; 2198.0; (2190.4, 2192.6)
