Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JArraySequence; 9599.6; 14.7; 9553.0; 9625.0; (9594.1, 9605.2)
JLinkedSequence; 8215.0; 24.7; 8089.0; 8231.0; (8205.6, 8224.4)
JVectorSequence; 9518.5; 15.9; 9485.0; 9540.0; (9512.5, 9524.5)
SArraySequence; 5805.1; 25.6; 5672.0; 5818.0; (5795.4, 5814.9)
SLinkedSequence; 4672.0; 11.7; 4655.0; 4698.0; (4667.6, 4676.5)
