Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashSet; 3784.4; 16.7; 3710.0; 3803.0; (3778.0, 3790.8)
JLinkedSet; 5343.4; 8.9; 5325.0; 5364.0; (5340.0, 5346.7)
JTreeSet; 3679.1; 7.0; 3663.0; 3691.0; (3676.4, 3681.8)
SHashSet; 1764.9; 4.3; 1745.0; 1772.0; (1763.2, 1766.5)
SLinkedSet; 1299.9; 3.1; 1286.0; 1304.0; (1298.7, 1301.1)
STreeSet; 1190.8; 1.8; 1186.0; 1194.0; (1190.1, 1191.5)
