JArraySequence; JLinkedSequence; JVectorSequence; SArraySequence; SLinkedSequence
195240.0; 240000.0; 161112.0; 263672.0; 318016.0
195240.0; 240000.0; 161112.0; 263680.0; 318016.0
195240.0; 240000.0; 161112.0; 263680.0; 318016.0
195240.0; 240000.0; 161112.0; 263680.0; 318016.0
195240.0; 240000.0; 161112.0; 263680.0; 318016.0
195241.0; 240000.0; 161113.0; 263681.0; 318016.0
195240.0; 240000.0; 161112.0; 263680.0; 318016.0
195240.0; 240000.0; 161112.0; 263680.0; 318016.0
195240.0; 240000.0; 161112.0; 263646.0; 318016.0
195240.0; 240000.0; 161112.0; 263640.0; 318016.0
195240.0; 240000.0; 161112.0; 263640.0; 318016.0
195240.0; 240000.0; 161112.0; 263640.0; 318016.0
195240.0; 240000.0; 161112.0; 263640.0; 318016.0
195240.0; 240000.0; 161112.0; 263640.0; 318016.0
195240.0; 240000.0; 161112.0; 263640.0; 318016.0
195240.0; 240000.0; 161112.0; 263640.0; 318016.0
195240.0; 240000.0; 161112.0; 263640.0; 318016.0
195240.0; 240000.0; 161112.0; 263640.0; 318016.0
195240.0; 240000.0; 161112.0; 263640.0; 318016.0
195240.0; 240000.0; 161112.0; 263640.0; 318016.0
195240.0; 240000.0; 161112.0; 263640.0; 318016.0
195240.0; 240000.0; 161112.0; 263640.0; 318016.0
195240.0; 240000.0; 161112.0; 263640.0; 318016.0
195240.0; 240000.0; 161112.0; 263640.0; 318016.0
195240.0; 240000.0; 161112.0; 263640.0; 318016.0
195240.0; 240000.0; 161112.0; 263640.0; 318016.0
195240.0; 240000.0; 161112.0; 263640.0; 318016.0
195240.0; 240000.0; 161112.0; 263640.0; 318016.0
195240.0; 240000.0; 161112.0; 263640.0; 318016.0
195240.0; 240000.0; 161112.0; 263640.0; 318016.0
