JHashSet; JLinkedSet; SHashSet; SLinkedSet
800512.0; 861312.0; 1061696.0; 1061696.0
800512.0; 861312.0; 1061696.0; 1061696.0
800512.0; 861312.0; 1061696.0; 1061696.0
800512.0; 861312.0; 1061696.0; 1061696.0
800512.0; 861312.0; 1061696.0; 1061696.0
800512.0; 861312.0; 1061697.0; 1061697.0
800512.0; 861312.0; 1061696.0; 1061696.0
800512.0; 861312.0; 1061696.0; 1061696.0
800512.0; 861312.0; 1061696.0; 1061696.0
800512.0; 861312.0; 1061696.0; 1061696.0
800512.0; 861312.0; 1061696.0; 1061696.0
800512.0; 861312.0; 1061696.0; 1061696.0
800512.0; 861312.0; 1061696.0; 1061696.0
800512.0; 861312.0; 1061696.0; 1061696.0
800512.0; 861312.0; 1061696.0; 1061696.0
800512.0; 861312.0; 1061696.0; 1061696.0
800512.0; 861312.0; 1061696.0; 1061696.0
800512.0; 861312.0; 1061696.0; 1061696.0
800512.0; 861312.0; 1061696.0; 1061696.0
800512.0; 861312.0; 1061696.0; 1061696.0
800512.0; 861312.0; 1061696.0; 1061696.0
800512.0; 861312.0; 1061696.0; 1061696.0
800512.0; 861312.0; 1061696.0; 1061696.0
800512.0; 861312.0; 1061696.0; 1061696.0
800512.0; 861312.0; 1061696.0; 1061696.0
800512.0; 861312.0; 1061696.0; 1061696.0
800512.0; 861312.0; 1061696.0; 1061696.0
800512.0; 861312.0; 1061696.0; 1061696.0
800512.0; 861312.0; 1061696.0; 1061696.0
800512.0; 861312.0; 1061696.0; 1061696.0
